Transaction ID,Timestamp,User ID,Transaction Amount (INR),Payment Method,Device Type,IP Address,Merchant Category,Transaction Status,Fraudulent,Previous Fraud Records,Credit Score,Transaction Location,Bank Name,Transaction Type,User Age,Is High-Risk Country
TXN00007686,2024-04-06 21:49:01.301682,USER6443,38416.06,Debit Card,POS,192.168.223.20,Online Shopping,Success,1,3,300,Mumbai,HDFC Bank,P2P,49,0
TXN00007687,2024-10-23 14:47:26.301682,USER2617,37373.87,UPI,Mobile,192.168.74.163,Retail,Success,1,8,478,Pune,Punjab National Bank,Merchant,30,0
TXN00007688,2025-02-07 10:29:02.301682,USER1379,15619.58,Debit Card,Mobile,192.168.246.26,Food Delivery,Success,1,7,460,Pune,Punjab National Bank,P2P,36,0
TXN00007689,2024-06-15 12:11:03.301682,USER6159,15346.65,UPI,ATM,192.168.37.226,Bill Payment,Success,0,3,837,Delhi,ICICI Bank,P2P,26,0
TXN00007690,2024-04-01 02:06:39.301682,USER3330,41900.18,Debit Card,ATM,192.168.191.41,Food Delivery,Success,0,1,609,Delhi,Kotak Mahindra Bank,Merchant,49,0
TXN00007691,2024-12-31 10:07:38.301682,USER6831,3664.25,Debit Card,Desktop,192.168.16.83,Retail,Success,0,5,344,Ahmedabad,Kotak Mahindra Bank,Domestic,41,0
TXN00007692,2024-04-30 16:24:32.301682,USER5256,44061.2,Net Banking,Desktop,192.168.179.227,Gaming,Success,1,2,327,Pune,Kotak Mahindra Bank,International,53,0
TXN00007693,2025-01-03 04:35:58.301682,USER4471,12870.25,Debit Card,Desktop,192.168.65.170,Gaming,Success,0,0,511,Bangalore,SBI,P2P,43,0
TXN00007694,2024-02-19 06:38:42.301682,USER6969,29669.59,Net Banking,ATM,192.168.253.251,Retail,Success,0,6,819,Lucknow,Kotak Mahindra Bank,International,21,0
TXN00007695,2024-07-03 07:47:16.301682,USER8934,46802.91,Debit Card,ATM,192.168.79.171,Online Shopping,Success,1,3,304,Hyderabad,HDFC Bank,P2P,47,0
TXN00007696,2024-12-02 02:38:40.301682,USER7843,33922.22,Wallet,ATM, ,Travel,Success,0,8,822,Bangalore,Bank of Baroda,Domestic,50,0
TXN00007697,2024-12-10 23:51:57.301682,USER7252,20750.77,Credit Card,Mobile,192.168.30.219,Food Delivery,Success,0,9,640,Hyderabad,Kotak Mahindra Bank,Merchant,50,0
TXN00007698,2024-06-26 03:02:03.301682,USER6379,34492.23,Net Banking,POS,192.168.142.162,Retail,Failed,1,9,499,Lucknow,Bank of Baroda,International,48,0
TXN00007699,2024-07-08 06:38:26.301682,USER5056,17231.78,Net Banking,ATM,192.168.254.22,Retail,Failed,0,2,487,Chennai,Bank of Baroda,Domestic,32,0
TXN00007700,2024-05-05 06:51:12.301682,USER3289,13899.06,UPI,Mobile,192.168.132.10,Gaming,Success,0,9,601,Lucknow,SBI,P2P,29,0
TXN00007701,2024-07-11 02:36:40.301682,USER7863,49834.33,Wallet,ATM,192.168.157.100,Bill Payment,Success,1,9,439,Mumbai,SBI,Domestic,28,0
TXN00007702,2024-09-09 00:59:59.301682,USER4716,37551.97,UPI,POS,192.168.235.2,Bill Payment,Success,1,9,312,Kolkata,Bank of Baroda,Domestic,58,0
TXN00007703,2024-06-01 11:33:06.301682,USER5868,32253.76,Wallet,ATM,192.168.108.206,Travel,Success,0,0,671,Chennai,Punjab National Bank,International,62,0
TXN00007704,2024-06-13 20:10:39.301682,USER9030,17796.72,Wallet,Mobile,192.168.67.67,Online Shopping,Success,0,1,648,Chennai,ICICI Bank,Merchant,66,0
TXN00007705,2024-08-18 10:15:13.301682,USER5550,2505.58,Debit Card,ATM,192.168.168.189,Online Shopping,Success,0,3,563,Jaipur,HDFC Bank,P2P,67,0
TXN00007706,2024-05-22 00:00:44.301682,USER1626,1601.29,UPI,ATM,192.168.192.17,Travel,Success,0,6,725,Bangalore,Axis Bank,Merchant,40,0
TXN00007707,2024-06-09 09:25:07.301682,USER2012,27731.35,Credit Card,ATM,192.168.66.218,Online Shopping,Success,0,7,401,Bangalore,HDFC Bank,P2P,30,0
TXN00007708,2024-08-11 06:26:54.301682,USER1013,38113.53,Wallet,Desktop,999.999.999.999,Gaming,Success,0,3,692,Jaipur,Axis Bank,Domestic,51,0
TXN00007709,2024-05-11 23:37:32.301682,USER1121,26892.09,Wallet,ATM,192.168.31.177,Retail,Success,0,2,652,Ahmedabad,HDFC Bank,International,44,0
TXN00007710,2025-01-04 09:50:19.301682,USER9208,42047.21,Net Banking,Mobile,192.168.137.244,Online Shopping,Failed,0,9,610,Jaipur,Kotak Mahindra Bank,International,53,0
TXN00007711,2024-11-08 18:27:46.301682,USER4570,1719.66,Debit Card,Mobile,192.168.48.198,Gaming,Pending,0,8,799,Lucknow,Axis Bank,International,27,0
TXN00007712,2025-02-01 12:49:54.301682,USER5391,18369.27,Credit Card,Mobile, ,Food Delivery,Success,0,7,512,Lucknow,HDFC Bank,Merchant,67,0
TXN00007713,2024-07-06 07:22:51.301682,USER3930,11891.67,Wallet,ATM,192.168.88.89,Retail,Pending,0,5,678,Ahmedabad,Bank of Baroda,Merchant,63,0
TXN00007714,2024-11-11 13:12:46.301682,USER5310,22391.28,Net Banking,POS,192.168.212.40,Travel,Success,1,8,354,Pune,Punjab National Bank,Domestic,65,0
TXN00007715,2024-10-16 16:41:37.301682,USER2452,3665.2,UPI,Mobile,192.168.233.209,Food Delivery,Success,0,7,395,Delhi,Punjab National Bank,P2P,68,0
TXN00007716,2024-11-23 03:41:44.301682,USER2954,47708.88,Wallet,Desktop,192.168.37.190,Bill Payment,Success,0,6,612,Chennai,Punjab National Bank,P2P,39,0
TXN00007717,2025-01-24 11:27:45.301682,USER5029,11201.61,Net Banking,POS,192.168.3.218,Bill Payment,Success,0,5,484,Lucknow,Bank of Baroda,International,40,0
TXN00007718,2024-09-28 00:43:22.301682,USER1337,46119.27,UPI,Mobile,999.999.999.999,Retail,Success,0,9,722,Pune,Punjab National Bank,International,51,0
TXN00007719,2024-11-04 08:32:14.301682,USER5509,21323.36,Debit Card,ATM,abc.def.ghi.jkl,Online Shopping,Success,0,2,804,Chennai,Bank of Baroda,International,26,0
TXN00007720,2024-05-22 03:10:57.301682,USER1286,49276.93,UPI,Desktop,192.168.196.40,Retail,Success,0,5,653,Mumbai,ICICI Bank,Domestic,19,0
TXN00007721,2024-12-22 16:27:55.301682,USER5848,27725.22,Wallet,Mobile,192.168.52.167,Online Shopping,Success,0,3,372,Lucknow,SBI,International,37,0
TXN00007722,2024-07-12 20:41:32.301682,USER2782,46545.1,Credit Card,Desktop,192.168.104.7,Travel,Success,1,4,321,Kolkata,HDFC Bank,P2P,70,0
TXN00007723,2024-07-10 09:03:35.301682,USER5291,317.18,UPI,POS,192.168.188.171,Bill Payment,Success,0,6,500,Kolkata,HDFC Bank,Merchant,25,0
TXN00007724,2025-01-06 12:42:59.301682,USER7245,37424.53,Credit Card,Mobile,192.168.30.172,Retail,Success,1,6,472,Kolkata,SBI,International,45,0
TXN00007725,2024-11-07 14:35:44.301682,USER9621,45157.38,Credit Card,ATM,192.168.122.242,Retail,Success,0,8,748,Bangalore,Bank of Baroda,Domestic,37,0
TXN00007726,2024-10-13 05:03:41.301682,USER5487,7029.04,UPI,Desktop,192.168.50.101,Travel,Success,0,8,651,Mumbai,Axis Bank,Merchant,66,0
TXN00007727,2024-04-26 21:10:13.301682,USER4916,4851.49,Debit Card,Mobile,192.168.12.45,Online Shopping,Success,0,5,794,Pune,Bank of Baroda,P2P,61,0
TXN00007728,2024-05-19 06:44:26.301682,USER4344,21257.4,UPI,POS, ,Bill Payment,Success,0,5,445,Kolkata,Axis Bank,Merchant,24,0
TXN00007729,2024-09-24 02:20:41.301682,USER2677,46687.26,Net Banking,POS,192.168.204.244,Bill Payment,Pending,0,1,566,Chennai,Punjab National Bank,Merchant,26,0
TXN00007730,2024-09-10 10:15:37.301682,USER3401,27142.21,Credit Card,Mobile,192.168.75.132,Online Shopping,Success,0,7,687,Bangalore,Kotak Mahindra Bank,P2P,49,0
TXN00007731,2024-03-02 04:57:12.301682,USER5297,26396.45,Wallet,POS,192.168.130.160,Travel,Success,0,2,333,Kolkata,Punjab National Bank,International,49,0
TXN00007732,2024-03-05 02:15:45.301682,USER9287,7099.25,Credit Card,Desktop,192.168.6.120,Online Shopping,Pending,0,0,603,Lucknow,Kotak Mahindra Bank,Domestic,62,0
TXN00007733,2024-08-11 06:00:22.301682,USER5105,89.44,Wallet,Desktop, ,Travel,Success,0,3,382,Jaipur,Punjab National Bank,P2P,46,0
TXN00007734,2024-08-21 07:26:20.301682,USER9078,40516.5,Net Banking,Desktop,192.168.63.13,Online Shopping,Success,0,4,859,Ahmedabad,Punjab National Bank,Domestic,44,0
TXN00007735,2024-02-29 22:25:46.301682,USER6623,4424.35,Net Banking,Desktop,192.168.78.84,Bill Payment,Success,0,2,595,Ahmedabad,Bank of Baroda,Merchant,65,0
TXN00007736,2025-01-24 10:43:59.301682,USER6932,31710.8,Net Banking,POS,192.168.205.27,Bill Payment,Success,0,6,783,Ahmedabad,Kotak Mahindra Bank,Merchant,70,0
TXN00007737,2024-02-27 15:52:44.301682,USER9884,45735.09,UPI,Mobile,192.168.0.61,Retail,Success,0,4,596,Mumbai,ICICI Bank,Merchant,44,0
TXN00007738,2024-03-23 06:44:11.301682,USER4186,10472.16,Credit Card,POS,192.168.67.140,Travel,Success,0,9,705,Pune,SBI,Domestic,32,0
TXN00007739,2024-08-09 01:41:06.301682,USER6202,33280.38,Wallet,POS,192.168.162.139,Bill Payment,Success,0,4,666,Mumbai,Bank of Baroda,P2P,49,0
TXN00007740,2024-03-04 08:02:29.301682,USER6138,3980.99,Net Banking,Mobile,192.168.97.204,Travel,Success,0,5,619,Pune,Bank of Baroda,P2P,19,0
TXN00007741,2024-09-01 16:00:41.301682,USER2057,30207.57,Net Banking,Mobile,192.168.72.52,Travel,Success,0,5,503,Delhi,Axis Bank,Merchant,32,1
TXN00007742,2024-04-14 02:05:23.301682,USER1992,8238.39,Wallet,ATM,192.168.189.30,Food Delivery,Success,0,8,348,Bangalore,Bank of Baroda,Domestic,61,0
TXN00007743,2024-07-10 10:48:50.301682,USER5941,36810.88,Credit Card,Desktop,192.168.59.24,Food Delivery,Success,0,2,570,Lucknow,ICICI Bank,International,61,0
TXN00007744,2024-07-21 04:34:11.301682,USER9282,15096.5,Credit Card,Mobile,192.168.174.69,Online Shopping,Success,0,7,778,Delhi,Punjab National Bank,P2P,28,0
TXN00007745,2024-06-29 09:45:00.301682,USER5111,23196.38,Wallet,POS,192.168.63.128,Travel,Success,0,6,645,Lucknow,Kotak Mahindra Bank,International,26,0
TXN00007746,2024-12-31 10:54:03.301682,USER8789,29991.56,Debit Card,Desktop,192.168.62.220,Online Shopping,Success,0,8,511,Mumbai,Punjab National Bank,Merchant,20,0
TXN00007747,2025-02-06 05:50:41.301682,USER5501,8605.11,Credit Card,Desktop,999.999.999.999,Online Shopping,Success,0,4,523,Chennai,SBI,Merchant,49,0
TXN00007748,2024-07-01 09:46:06.301682,USER5423,37094.81,Wallet,POS,192.168.108.114,Retail,Success,1,6,821,Ahmedabad,Kotak Mahindra Bank,Merchant,51,0
TXN00007749,2024-07-27 06:13:07.301682,USER3589,15166.89,Wallet,Mobile,192.168.106.84,Food Delivery,Success,0,7,379,Kolkata,HDFC Bank,P2P,69,0
TXN00007750,2024-11-13 07:38:46.301682,USER2251,33135.47,Net Banking,Desktop,192.168.119.197,Food Delivery,Success,1,8,411,Hyderabad,Punjab National Bank,International,21,0
TXN00007751,2024-09-17 23:50:27.301682,USER3782,7956.24,Wallet,Desktop,192.168.215.94,Bill Payment,Success,0,7,577,Lucknow,Kotak Mahindra Bank,P2P,46,0
TXN00007752,2024-07-13 17:13:12.301682,USER8374,34421.48,UPI,Desktop,192.168.149.108,Food Delivery,Pending,0,1,698,Mumbai,Punjab National Bank,International,65,0
TXN00007753,2025-01-20 04:09:06.301682,USER6378,6452.99,Net Banking,Desktop,192.168.196.64,Bill Payment,Success,0,5,811,Lucknow,SBI,Domestic,64,0
TXN00007754,2025-01-02 14:05:53.301682,USER5541,21296.56,Net Banking,Desktop,192.168.1,Travel,Success,0,3,869,Delhi,Bank of Baroda,P2P,32,0
TXN00007755,2024-04-21 22:46:19.301682,USER1279,12397.94,Credit Card,POS,192.168.248.171,Retail,Success,0,3,631,Delhi,Punjab National Bank,International,28,1
TXN00007756,2024-11-10 03:59:15.301682,USER4525,37431.34,Debit Card,Mobile,192.168.159.111,Online Shopping,Success,1,8,466,Bangalore,Axis Bank,Domestic,59,0
TXN00007757,2024-07-31 17:27:47.301682,USER7245,13138.65,Credit Card,Mobile,192.168.152.181,Online Shopping,Success,0,6,743,Delhi,SBI,International,54,0
TXN00007758,2024-02-29 20:41:07.301682,USER3894,44091.78,UPI,Desktop,192.168.120.227,Travel,Success,0,5,707,Hyderabad,Axis Bank,Merchant,66,0
TXN00007759,2024-03-22 16:24:43.301682,USER8945,44596.42,Net Banking,Desktop,192.168.43.40,Bill Payment,Success,0,1,738,Hyderabad,Punjab National Bank,P2P,64,1
TXN00007760,2024-10-20 04:24:19.301682,USER6529,9862.24,Net Banking,Desktop,192.168.225.144,Gaming,Success,1,0,813,Chennai,Punjab National Bank,Domestic,27,1
TXN00007761,2024-07-21 18:58:48.301682,USER2664,30711.6,Wallet,POS,192.168.243.77,Travel,Success,0,9,706,Jaipur,SBI,Domestic,32,0
TXN00007762,2025-01-15 01:10:20.301682,USER7950,4431.5,Debit Card,POS,192.168.164.138,Bill Payment,Success,1,3,681,Bangalore,SBI,P2P,28,0
TXN00007763,2024-10-08 20:59:56.301682,USER2216,19607.28,Debit Card,ATM,192.168.221.24,Travel,Success,0,8,358,Kolkata,Axis Bank,International,66,0
TXN00007764,2024-10-13 01:01:32.301682,USER6677,35680.42,Wallet,Desktop,192.168.59.70,Retail,Success,0,3,868,Lucknow,HDFC Bank,P2P,61,1
TXN00007765,2024-04-08 03:15:33.301682,USER8391,32988.19,UPI,ATM,192.168.153.193,Travel,Success,0,1,725,Hyderabad,SBI,Merchant,27,1
TXN00007766,2024-03-15 16:32:42.301682,USER8459,31253.8,Debit Card,ATM,192.168.238.234,Travel,Success,1,7,439,Pune,SBI,International,33,0
TXN00007767,2024-02-17 10:12:10.301682,USER8646,14162.92,Net Banking,ATM,192.168.140.169,Food Delivery,Success,0,5,500,Hyderabad,Punjab National Bank,P2P,40,0
TXN00007768,2024-02-21 15:34:59.301682,USER9021,18932.35,UPI,Mobile,192.168.217.188,Bill Payment,Success,0,0,886,Pune,ICICI Bank,P2P,28,0
TXN00007769,2024-11-18 10:39:01.301682,USER6037,5192.16,Credit Card,ATM, ,Retail,Success,0,3,536,Mumbai,Bank of Baroda,P2P,22,0
TXN00007770,2024-03-14 10:03:19.301682,USER1510,35965.19,Credit Card,Desktop,abc.def.ghi.jkl,Online Shopping,Success,0,9,778,Jaipur,Kotak Mahindra Bank,International,31,1
TXN00007771,2024-09-28 14:36:17.301682,USER5681,25219.25,UPI,POS,192.168.94.3,Gaming,Success,0,4,812,Mumbai,ICICI Bank,International,59,0
TXN00007772,2024-11-23 23:09:11.301682,USER7239,35452.84,Net Banking,Desktop,192.168.72.63,Gaming,Success,0,0,865,Chennai,Punjab National Bank,Merchant,71,1
TXN00007773,2024-12-11 21:26:15.301682,USER1305,12484.73,Credit Card,POS,192.168.67.100,Bill Payment,Success,0,1,818,Ahmedabad,Bank of Baroda,Merchant,40,0
TXN00007774,2024-05-24 00:55:53.301682,USER3102,16255.69,Net Banking,Mobile,192.168.102.200,Travel,Success,0,8,711,Ahmedabad,Bank of Baroda,Merchant,66,0
TXN00007775,2024-12-31 13:29:33.301682,USER7250,16744.06,Wallet,Mobile,192.168.180.3,Food Delivery,Success,0,0,849,Kolkata,SBI,International,38,0
TXN00007776,2024-08-06 11:06:56.301682,USER4460,1335.83,Debit Card,Desktop,192.168.143.35,Travel,Success,0,7,455,Kolkata,SBI,Domestic,48,0
TXN00007777,2025-01-08 02:13:07.301682,USER6958,17085.34,UPI,Mobile,192.168.185.194,Bill Payment,Success,0,8,311,Delhi,SBI,Domestic,30,0
TXN00007778,2024-07-14 10:03:39.301682,USER1616,40175.06,Debit Card,POS,192.168.164.226,Gaming,Success,1,1,471,Hyderabad,HDFC Bank,International,41,0
TXN00007779,2024-05-23 14:13:59.301682,USER9821,44870.06,Wallet,Mobile,192.168.38.8,Gaming,Success,0,1,826,Ahmedabad,ICICI Bank,International,36,0
TXN00007780,2025-01-23 16:50:57.301682,USER9053,25935.0,Credit Card,ATM,192.168.232.243,Travel,Success,0,6,673,Delhi,Kotak Mahindra Bank,Merchant,67,0
TXN00007781,2024-05-09 22:58:53.301682,USER2814,22802.31,Net Banking,ATM,192.168.119.54,Travel,Success,0,9,610,Kolkata,HDFC Bank,Domestic,67,0
TXN00007782,2024-10-17 07:27:58.301682,USER6067,1589.69,Net Banking,Mobile,192.168.104.177,Travel,Success,0,8,394,Bangalore,Axis Bank,P2P,21,0
TXN00007783,2024-08-23 01:12:58.301682,USER7478,43966.26,Wallet,Desktop,192.168.3.9,Online Shopping,Success,0,9,544,Pune,Bank of Baroda,P2P,24,0
TXN00007784,2024-03-10 09:37:27.301682,USER3613,699.86,UPI,ATM,192.168.248.221,Food Delivery,Success,0,8,637,Jaipur,Punjab National Bank,International,35,0
TXN00007785,2024-12-17 22:58:21.301682,USER4160,47240.27,Debit Card,POS,192.168.105.120,Food Delivery,Pending,1,2,363,Ahmedabad,SBI,P2P,71,0
TXN00007786,2024-02-15 15:59:21.301682,USER7855,24486.35,Credit Card,Desktop,192.168.14.169,Gaming,Success,0,6,846,Ahmedabad,HDFC Bank,International,62,0
TXN00007787,2024-07-18 23:49:04.301682,USER4535,17129.63,UPI,Mobile,192.168.62.85,Gaming,Success,1,5,765,Jaipur,Punjab National Bank,Domestic,56,0
TXN00007788,2024-10-22 21:00:38.301682,USER4333,46214.71,Wallet,Desktop,192.168.165.18,Bill Payment,Pending,1,7,310,Delhi,Punjab National Bank,International,42,0
TXN00007789,2024-10-22 15:07:11.301682,USER9173,1268.33,Wallet,Desktop,192.168.1,Bill Payment,Success,0,7,612,Kolkata,Axis Bank,Domestic,29,1
TXN00007790,2024-09-15 01:34:24.301682,USER3259,29092.17,Net Banking,Desktop,192.168.60.74,Online Shopping,Success,0,7,380,Jaipur,SBI,P2P,72,0
TXN00007791,2024-07-28 21:07:43.301682,USER3292,27469.18,Credit Card,Desktop,300.400.500.600,Gaming,Success,1,7,881,Delhi,HDFC Bank,International,34,0
TXN00007792,2024-08-24 06:21:47.301682,USER4861,11005.05,UPI,Mobile,192.168.1,Bill Payment,Success,1,9,669,Jaipur,SBI,International,25,1
TXN00007793,2024-05-26 00:05:14.301682,USER1601,21472.93,Net Banking,Mobile, ,Online Shopping,Success,0,5,464,Delhi,ICICI Bank,Merchant,20,0
TXN00007794,2025-01-10 06:14:34.301682,USER5741,32630.59,Credit Card,ATM,192.168.77.76,Food Delivery,Success,1,8,362,Jaipur,SBI,International,62,0
TXN00007795,2024-10-11 03:57:16.301682,USER1120,36370.2,Debit Card,ATM,192.168.118.41,Gaming,Success,1,4,379,Mumbai,Punjab National Bank,Domestic,56,0
TXN00007796,2025-01-27 12:36:48.301682,USER8790,85.81,Debit Card,POS,192.168.74.97,Retail,Success,0,3,328,Kolkata,Bank of Baroda,P2P,55,0
TXN00007797,2024-07-13 17:25:17.301682,USER5936,46845.83,Net Banking,POS,192.168.202.134,Gaming,Success,0,6,799,Kolkata,Kotak Mahindra Bank,International,48,0
TXN00007798,2024-05-12 12:15:04.301682,USER6881,8268.04,UPI,ATM, ,Bill Payment,Success,0,2,750,Delhi,Kotak Mahindra Bank,P2P,52,0
TXN00007799,2025-02-02 13:25:42.301682,USER4297,11717.34,Credit Card,ATM,192.168.13.148,Gaming,Success,0,7,573,Pune,SBI,Domestic,67,0
TXN00007800,2024-04-14 21:49:48.301682,USER4240,13210.5,Debit Card,Desktop,abc.def.ghi.jkl,Retail,Success,0,7,700,Lucknow,HDFC Bank,P2P,53,1
TXN00007801,2024-05-04 06:55:15.301682,USER6016,1939.12,Debit Card,ATM,192.168.159.189,Gaming,Success,0,4,540,Hyderabad,Bank of Baroda,International,65,0
TXN00007802,2024-10-27 01:55:23.301682,USER4069,6196.45,UPI,POS,192.168.36.140,Bill Payment,Success,0,9,629,Hyderabad,Punjab National Bank,International,49,0
TXN00007803,2024-07-17 06:41:16.301682,USER5128,49318.18,Net Banking,ATM,192.168.30.129,Food Delivery,Success,0,7,528,Jaipur,Axis Bank,Domestic,34,0
TXN00007804,2024-11-30 07:28:12.301682,USER4527,15795.08,Wallet,Desktop,192.168.38.216,Bill Payment,Success,0,2,655,Delhi,Axis Bank,P2P,27,0
TXN00007805,2025-01-21 20:11:05.301682,USER3369,5809.29,Credit Card,POS, ,Online Shopping,Success,0,2,794,Jaipur,Kotak Mahindra Bank,International,62,0
TXN00007806,2024-05-03 08:43:56.301682,USER6639,5394.21,Debit Card,Mobile,192.168.7.180,Bill Payment,Pending,0,3,603,Jaipur,Kotak Mahindra Bank,Domestic,40,0
TXN00007807,2024-06-09 04:22:56.301682,USER4190,35987.03,Wallet,ATM,192.168.44.73,Online Shopping,Success,0,8,642,Kolkata,HDFC Bank,P2P,20,0
TXN00007808,2024-06-06 14:38:52.301682,USER7365,42735.7,UPI,Mobile,192.168.22.186,Gaming,Success,1,4,477,Lucknow,ICICI Bank,International,30,1
TXN00007809,2024-02-27 02:30:11.301682,USER1660,12884.77,Net Banking,POS,192.168.128.139,Online Shopping,Success,0,5,318,Pune,Kotak Mahindra Bank,Domestic,51,0
TXN00007810,2024-10-29 12:51:20.301682,USER3766,1094.43,Credit Card,ATM,192.168.7.9,Travel,Success,1,3,630,Hyderabad,Kotak Mahindra Bank,Merchant,70,0
TXN00007811,2024-08-30 01:17:59.301682,USER3340,11193.35,UPI,Mobile,192.168.232.62,Gaming,Success,0,8,340,Mumbai,Bank of Baroda,Domestic,40,0
TXN00007812,2024-06-13 02:21:03.301682,USER2507,2872.96,Net Banking,ATM,192.168.155.86,Online Shopping,Success,0,3,560,Jaipur,SBI,Domestic,66,0
TXN00007813,2024-03-20 05:41:10.301682,USER7701,5214.58,UPI,Mobile,192.168.171.208,Bill Payment,Success,0,2,561,Jaipur,ICICI Bank,Domestic,45,0
TXN00007814,2024-03-08 23:23:26.301682,USER5035,21603.83,Debit Card,Mobile,192.168.103.87,Retail,Success,0,1,686,Mumbai,ICICI Bank,Domestic,66,0
TXN00007815,2024-12-31 05:29:23.301682,USER9071,11534.42,Debit Card,POS,192.168.2.254,Gaming,Success,0,2,600,Hyderabad,Bank of Baroda,P2P,48,0
TXN00007816,2025-01-03 22:36:42.301682,USER9739,25821.5,Wallet,ATM,192.168.191.92,Online Shopping,Success,0,0,529,Pune,Kotak Mahindra Bank,Merchant,43,0
TXN00007817,2024-10-27 11:09:56.301682,USER5821,12712.01,UPI,Mobile, ,Retail,Success,0,7,886,Bangalore,SBI,International,25,0
TXN00007818,2024-11-23 13:37:23.301682,USER1205,47029.84,Debit Card,ATM,abc.def.ghi.jkl,Online Shopping,Success,1,0,411,Chennai,Bank of Baroda,P2P,38,0
TXN00007819,2024-03-28 00:55:21.301682,USER2645,45301.9,Net Banking,ATM,192.168.201.233,Online Shopping,Success,0,5,662,Chennai,Punjab National Bank,Domestic,73,0
TXN00007820,2024-04-05 11:31:43.301682,USER8975,28361.96,Wallet,Desktop,192.168.11.123,Online Shopping,Success,0,1,475,Ahmedabad,Punjab National Bank,International,28,0
TXN00007821,2024-06-14 09:45:20.301682,USER9285,17753.48,Credit Card,POS,192.168.192.187,Bill Payment,Success,0,2,707,Jaipur,HDFC Bank,Domestic,20,0
TXN00007822,2024-05-03 11:12:22.301682,USER1949,19088.29,UPI,ATM,192.168.62.87,Online Shopping,Success,0,8,665,Mumbai,Axis Bank,Merchant,67,0
TXN00007823,2024-08-11 08:40:54.301682,USER2071,20622.02,Debit Card,ATM,192.168.111.16,Retail,Success,0,8,859,Delhi,Bank of Baroda,Domestic,24,0
TXN00007824,2024-05-06 17:41:45.301682,USER5299,36392.59,Net Banking,ATM,192.168.225.252,Travel,Success,0,5,709,Chennai,Kotak Mahindra Bank,International,55,0
TXN00007825,2024-09-18 20:25:38.301682,USER3267,22609.37,UPI,POS,192.168.81.150,Online Shopping,Success,0,6,476,Mumbai,Axis Bank,P2P,21,0
TXN00007826,2024-11-17 15:36:57.301682,USER7819,42843.66,Net Banking,POS,192.168.97.174,Travel,Success,0,4,773,Kolkata,Axis Bank,Merchant,72,0
TXN00007827,2024-07-21 10:29:20.301682,USER4614,47207.53,Wallet,ATM,192.168.148.102,Food Delivery,Success,0,6,738,Kolkata,Punjab National Bank,Merchant,46,0
TXN00007828,2024-12-16 09:58:33.301682,USER5692,16830.51,Debit Card,POS,192.168.163.27,Gaming,Success,0,5,348,Bangalore,Axis Bank,International,26,0
TXN00007829,2024-09-15 15:21:36.301682,USER9451,28056.69,Debit Card,Desktop,192.168.8.32,Bill Payment,Success,0,4,581,Hyderabad,Punjab National Bank,Merchant,26,0
TXN00007830,2024-08-10 02:15:40.301682,USER6438,4798.07,Wallet,POS,999.999.999.999,Food Delivery,Success,0,2,766,Bangalore,Punjab National Bank,P2P,20,0
TXN00007831,2024-07-06 03:33:57.301682,USER2501,10063.43,Net Banking,Desktop,192.168.59.255,Food Delivery,Success,0,1,768,Chennai,Kotak Mahindra Bank,Merchant,34,0
TXN00007832,2024-12-27 15:07:34.301682,USER2710,20702.62,UPI,Desktop,192.168.86.208,Retail,Success,0,4,510,Jaipur,HDFC Bank,Merchant,53,0
TXN00007833,2024-04-14 10:11:22.301682,USER1351,10349.83,Net Banking,Desktop, ,Retail,Pending,0,7,426,Lucknow,Bank of Baroda,Domestic,27,0
TXN00007834,2024-04-12 02:57:03.301682,USER7489,43834.2,UPI,Mobile,192.168.181.4,Travel,Success,0,4,616,Bangalore,ICICI Bank,Domestic,62,1
TXN00007835,2024-04-13 22:10:22.301682,USER2054,7956.4,Wallet,POS,192.168.187.195,Travel,Success,0,2,595,Delhi,SBI,P2P,66,0
TXN00007836,2024-07-20 06:18:50.301682,USER2400,22810.26,Credit Card,ATM,192.168.202.133,Bill Payment,Success,0,9,318,Kolkata,ICICI Bank,Domestic,40,0
TXN00007837,2024-07-02 03:40:39.301682,USER4724,30304.68,UPI,Desktop,192.168.30.83,Bill Payment,Success,0,2,590,Lucknow,SBI,Merchant,35,0
TXN00007838,2024-04-29 14:46:51.301682,USER1032,34608.6,Debit Card,ATM,192.168.120.204,Gaming,Success,1,4,446,Mumbai,ICICI Bank,P2P,73,0
TXN00007839,2024-12-16 00:14:13.301682,USER5258,19184.32,Debit Card,Desktop,192.168.23.119,Online Shopping,Success,0,8,388,Jaipur,Bank of Baroda,P2P,22,0
TXN00007840,2024-03-02 00:11:19.301682,USER4697,43461.5,Debit Card,ATM,192.168.107.4,Bill Payment,Success,0,7,539,Lucknow,Kotak Mahindra Bank,International,65,0
TXN00007841,2024-06-30 16:36:15.301682,USER9277,28437.54,Net Banking,Mobile,192.168.112.38,Bill Payment,Success,0,6,733,Bangalore,Kotak Mahindra Bank,Domestic,43,0
TXN00007842,2024-07-05 06:46:30.301682,USER3662,22003.41,Net Banking,Desktop,300.400.500.600,Travel,Success,0,4,395,Bangalore,Axis Bank,International,34,1
TXN00007843,2024-11-16 08:53:47.301682,USER8662,3408.67,Net Banking,Mobile,192.168.95.135,Online Shopping,Pending,0,8,481,Ahmedabad,SBI,International,35,0
